photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.53579e+01      0 0.00000e+00  2.53579e+01      0 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.54947e+01      1 0.00000e+00  2.54947e+01      1 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.56371e+01      2 0.00000e+00  2.56371e+01      2 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.57854e+01      3 0.00000e+00  2.57854e+01      3 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.59397e+01      4 0.00000e+00  2.59397e+01      4 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.61002e+01      5 0.00000e+00  2.61002e+01      5 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.62674e+01      6 0.00000e+00  2.62674e+01      6 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.64413e+01      7 0.00000e+00  2.64413e+01      7 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.66223e+01      8 0.00000e+00  2.66223e+01      8 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.68107e+01      9 0.00000e+00  2.68107e+01      9 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.70068e+01     10 0.00000e+00  2.70068e+01     10 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.72109e+01     11 0.00000e+00  2.72109e+01     11 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.74233e+01     12 0.00000e+00  2.74233e+01     12 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.76443e+01     13 0.00000e+00  2.76443e+01     13 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.78744e+01     14 0.00000e+00  2.78744e+01     14 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.81138e+01     15 0.00000e+00  2.81138e+01     15 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.83630e+01     16 0.00000e+00  2.83630e+01     16 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.86223e+01     17 0.00000e+00  2.86223e+01     17 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.88923e+01     18 0.00000e+00  2.88923e+01     18 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.91732e+01     19 0.00000e+00  2.91732e+01     19 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.94655e+01     20 0.00000e+00  2.94655e+01     20 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  2.97698e+01     21 0.00000e+00  2.97698e+01     21 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.00865e+01     22 0.00000e+00  3.00865e+01     22 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.04160e+01     23 0.00000e+00  3.04160e+01     23 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.07590e+01     24 0.00000e+00  3.07590e+01     24 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.11160e+01     25 0.00000e+00  3.11160e+01     25 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.14875e+01     26 0.00000e+00  3.14875e+01     26 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.18742e+01     27 0.00000e+00  3.18742e+01     27 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.22766e+01     28 0.00000e+00  3.22766e+01     28 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.26954e+01     29 0.00000e+00  3.26954e+01     29 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.31312e+01     30 0.00000e+00  3.31312e+01     30 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.35848e+01     31 0.00000e+00  3.35848e+01     31 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.40569e+01     32 0.00000e+00  3.40569e+01     32 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.45482e+01     33 0.00000e+00  3.45482e+01     33 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.50596e+01     34 0.00000e+00  3.50596e+01     34 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.55917e+01     35 0.00000e+00  3.55917e+01     35 
photo-angle-special    50     3     3   4.69127e+00  1.53398e-03  3.14159e+00  0.00000e+00  3.61456e+01     36 0.00000e+00  3.61456e+01     36 
